Date,SO2,NOx,RSPM,SPM,AQI,Location,Carbon_Footprint,Zone,PM2.5,Cigarettes_per_Day
29-11-2022,24,62,56,292,78,Hinjewadi,427,Red Zone,28.00,1.27
30-11-2022,13,56,27,80,70,Baner,158,Green Zone,13.50,0.61
30-11-2022,10,36,40,221,45,Koregaon Park,309.3,Red Zone,20.00,0.91
01-12-2022,33,47,49,221,59,Hinjewadi,336.6,Red Zone,24.50,1.11
01-12-2022,16,47,28,107,59,Viman Nagar,183.8,Green Zone,14.00,0.64
02-12-2022,31,49,41,221,61,Magarpatta,329.8,Red Zone,20.50,0.93
03-12-2022,26,47,47,221,59,Viman Nagar,331.3,Red Zone,23.50,1.07
04-12-2022,28,51,85,221,85,Hinjewadi,369.3,Red Zone,42.50,1.93
04-12-2022,20,99,89,220,119,Hinjewadi,401.4,Red Zone,44.50,2.02
05-12-2022,26,72,139,214,126,Viman Nagar,423.9,Red Zone,69.50,3.16
05-12-2022,28,49,104,221,103,Magarpatta,385,Red Zone,52.00,2.36
06-12-2022,31,45,40,221,56,Kharadi,326.1,Red Zone,20.00,0.91
07-12-2022,33,44,32,221,55,Baner,319.2,Red Zone,16.00,0.73
07-12-2022,21,40,44,246,50,Baner,348.7,Red Zone,22.00,1.00
08-12-2022,32,45,36,221,56,Koregaon Park,323,Red Zone,18.00,0.82
09-12-2022,16,55,28,114,69,Baner,197.1,Green Zone,14.00,0.64
09-12-2022,22,48,26,64,60,Hinjewadi,138.4,Green Zone,13.00,0.59
09-12-2022,33,46,46,221,58,Kharadi,333.2,Red Zone,23.00,1.05
10-12-2022,33,46,57,221,58,Koregaon Park,343.1,Red Zone,28.50,1.30
10-12-2022,20,50,70,220,70,Magarpatta,350,Red Zone,35.00,1.59
11-12-2022,33,46,68,221,68,Baner,353,Red Zone,34.00,1.55
11-12-2022,17,35,29,82,44,Viman Nagar,149.3,Green Zone,14.50,0.66
12-12-2022,16,39,22,42,49,Kharadi,101.3,Green Zone,11.00,0.50
12-12-2022,34,47,33,221,59,Viman Nagar,322.7,Red Zone,16.50,0.75
13-12-2022,33,46,21,221,58,Kharadi,310.7,Red Zone,10.50,0.48
14-12-2022,35,48,29,221,60,Kharadi,320.3,Red Zone,14.50,0.66
14-12-2022,20,77,49,133,96,Magarpatta,254.3,Yellow Zone,24.50,1.11
15-12-2022,34,48,38,221,60,Baner,327.9,Red Zone,19.00,0.86
15-12-2022,12,36,23,42,45,Kharadi,98.1,Green Zone,11.50,0.52
16-12-2022,34,48,40,221,60,Baner,329.7,Red Zone,20.00,0.91
16-12-2022,15,32,20,168,40,Viman Nagar,232.7,Yellow Zone,10.00,0.45
17-12-2022,14,51,47,138,64,Viman Nagar,236.8,Yellow Zone,23.50,1.07
18-12-2022,13,35,20,59,44,Baner,113.9,Green Zone,10.00,0.45
18-12-2022,33,47,20,221,59,Viman Nagar,310.5,Red Zone,10.00,0.45
19-12-2022,34,47,23,221,59,Hinjewadi,313.7,Red Zone,11.50,0.52
20-12-2022,33,46,29,221,58,Kharadi,317.9,Red Zone,14.50,0.66
21-12-2022,16,63,24,44,79,Hinjewadi,122.1,Green Zone,12.00,0.55
21-12-2022,34,49,23,221,61,Viman Nagar,315.1,Red Zone,11.50,0.52
22-12-2022,16,38,13,35,48,Kharadi,84.8,Green Zone,6.50,0.30
23-12-2022,33,47,31,221,59,Kharadi,320.4,Red Zone,15.50,0.70
24-12-2022,35,49,58,221,61,Hinjewadi,347.1,Red Zone,29.00,1.32
25-12-2022,13,52,76,221,76,Viman Nagar,354.4,Red Zone,38.00,1.73
25-12-2022,19,90,114,239,110,Viman Nagar,438,Red Zone,57.00,2.59
25-12-2022,27,101,105,221,121,Kharadi,421.8,Red Zone,52.50,2.39
26-12-2022,24,89,85,221,109,Magarpatta,393.9,Red Zone,42.50,1.93
26-12-2022,17,91,121,261,114,Kharadi,468.2,Red Zone,60.50,2.75
27-12-2022,15,52,71,249,71,Magarpatta,381.7,Red Zone,35.50,1.61
27-12-2022,11,38,59,221,59,Koregaon Park,328.3,Red Zone,29.50,1.34
28-12-2022,29,87,96,221,107,Kharadi,404.9,Red Zone,48.00,2.18
29-12-2022,16,42,92,183,92,Baner,321.5,Red Zone,46.00,2.09
29-12-2022,24,28,49,221,49,Koregaon Park,318.8,Red Zone,24.50,1.11
30-12-2022,10,38,20,221,48,Hinjewadi,292.7,Yellow Zone,10.00,0.45
30-12-2022,40,42,42,98,53,Viman Nagar,195,Green Zone,21.00,0.95
31-12-2022,11,38,33,221,48,Baner,304.9,Red Zone,16.50,0.75
01-01-2023,33,46,44,221,58,Hinjewadi,331.4,Red Zone,22.00,1.00
01-01-2023,26,28,17,55,35,Baner,108.4,Green Zone,8.50,0.39
02-01-2023,37,86,48,163,106,Magarpatta,301.2,Red Zone,24.00,1.09
02-01-2023,31,49,51,221,61,Viman Nagar,338.8,Red Zone,25.50,1.16
03-01-2023,27,47,54,221,59,Viman Nagar,338.1,Red Zone,27.00,1.23
03-01-2023,10,51,52,95,64,Koregaon Park,192,Green Zone,26.00,1.18
04-01-2023,29,52,91,221,91,Viman Nagar,375.9,Red Zone,45.50,2.07
04-01-2023,17,24,105,221,103,Koregaon Park,362.9,Red Zone,52.50,2.39
05-01-2023,13,88,133,273,122,Viman Nagar,488.1,Red Zone,66.50,3.02
05-01-2023,27,49,128,221,119,Magarpatta,406.1,Red Zone,64.00,2.91
06-01-2023,30,48,33,221,60,Koregaon Park,321.4,Red Zone,16.50,0.75
06-01-2023,22,49,40,70,61,Hinjewadi,158.3,Green Zone,20.00,0.91
07-01-2023,29,48,32,221,60,Baner,320,Red Zone,16.00,0.73
07-01-2023,34,61,35,77,76,Kharadi,175.9,Green Zone,17.50,0.80
08-01-2023,22,25,49,64,49,Magarpatta,143,Green Zone,24.50,1.11
08-01-2023,29,47,33,221,59,Baner,320.2,Red Zone,16.50,0.75
09-01-2023,29,47,43,221,59,Hinjewadi,329.2,Red Zone,21.50,0.98
09-01-2023,15,35,25,52,44,Kharadi,111.7,Green Zone,12.50,0.57
10-01-2023,29,47,38,221,59,Baner,324.7,Red Zone,19.00,0.86
11-01-2023,20,29,100,159,100,Kharadi,295.2,Yellow Zone,50.00,2.27
11-01-2023,29,47,28,221,59,Koregaon Park,315.7,Red Zone,14.00,0.64
12-01-2023,30,50,31,221,63,Magarpatta,321,Red Zone,15.50,0.70
12-01-2023,19,62,40,310,78,Hinjewadi,429.9,Red Zone,20.00,0.91
13-01-2023,31,50,20,221,63,Hinjewadi,311.6,Red Zone,10.00,0.45
14-01-2023,14,38,35,52,48,Kharadi,122.3,Green Zone,17.50,0.80
14-01-2023,29,47,36,221,59,Baner,322.9,Red Zone,18.00,0.82
15-01-2023,19,34,9,34,43,Koregaon Park,78.8,Green Zone,4.50,0.20
16-01-2023,28,45,41,221,56,Viman Nagar,325.5,Red Zone,20.50,0.93
16-01-2023,21,33,26,92,41,Viman Nagar,158.2,Green Zone,13.00,0.59
17-01-2023,27,46,55,221,58,Viman Nagar,338.3,Red Zone,27.50,1.25
18-01-2023,27,47,64,221,64,Viman Nagar,347.1,Red Zone,32.00,1.45
18-01-2023,14,68,52,106,85,Viman Nagar,218,Yellow Zone,26.00,1.18
19-01-2023,28,48,63,221,63,Hinjewadi,347.4,Red Zone,31.50,1.43
20-01-2023,14,47,39,194,59,Baner,288.4,Yellow Zone,19.50,0.89
20-01-2023,28,48,59,221,60,Magarpatta,343.8,Red Zone,29.50,1.34
21-01-2023,27,48,64,221,64,Baner,347.8,Red Zone,32.00,1.45
22-01-2023,27,47,53,221,59,Kharadi,337.2,Red Zone,26.50,1.20
22-01-2023,10,78,73,135,98,Kharadi,273.8,Yellow Zone,36.50,1.66
23-01-2023,27,47,59,221,59,Koregaon Park,342.6,Red Zone,29.50,1.34
24-01-2023,12,177,174,376,197,Hinjewadi,700.1,Red Zone,87.00,3.95
24-01-2023,12,48,88,221,88,Hinjewadi,361.9,Red Zone,44.00,2.00
25-01-2023,18,68,84,221,85,Hinjewadi,375.3,Red Zone,42.00,1.91
25-01-2023,31,77,95,271,96,Viman Nagar,453,Red Zone,47.50,2.16
26-01-2023,13,42,70,221,70,Hinjewadi,342,Red Zone,35.00,1.59
26-01-2023,27,63,92,326,92,Baner,499,Red Zone,46.00,2.09
27-01-2023,34,68,155,398,137,Hinjewadi,641.9,Red Zone,77.50,3.52
27-01-2023,18,52,112,221,108,Viman Nagar,389.3,Red Zone,56.00,2.55
28-01-2023,28,31,58,221,58,Hinjewadi,331,Red Zone,29.00,1.32
29-01-2023,30,48,78,323,78,Viman Nagar,474.1,Red Zone,39.00,1.77
29-01-2023,10,36,18,221,45,Viman Nagar,289.5,Yellow Zone,9.00,0.41
30-01-2023,19,48,69,149,69,Koregaon Park,269.1,Yellow Zone,34.50,1.57
30-01-2023,10,37,45,221,46,Baner,314.5,Red Zone,22.50,1.02
31-01-2023,34,47,38,221,59,Hinjewadi,327.2,Red Zone,19.00,0.86
31-01-2023,21,55,31,191,69,Baner,287,Yellow Zone,15.50,0.70
01-02-2023,30,48,37,221,60,Kharadi,325,Red Zone,18.50,0.84
02-02-2023,10,68,55,101,85,Baner,213.2,Yellow Zone,27.50,1.25
02-02-2023,27,47,41,221,59,Magarpatta,326.4,Red Zone,20.50,0.93
03-02-2023,25,91,101,156,111,Magarpatta,338.7,Red Zone,50.50,2.30
03-02-2023,27,51,99,221,99,Hinjewadi,381.4,Red Zone,49.50,2.25
04-02-2023,25,45,121,221,114,Magarpatta,396,Red Zone,60.50,2.75
05-02-2023,27,47,43,221,59,Kharadi,328.2,Red Zone,21.50,0.98
05-02-2023,22,43,43,76,54,Magarpatta,163.4,Green Zone,21.50,0.98
06-02-2023,21,66,57,170,83,Hinjewadi,295,Yellow Zone,28.50,1.30
06-02-2023,29,50,49,221,63,Magarpatta,336.7,Red Zone,24.50,1.11
07-02-2023,28,48,56,221,60,Hinjewadi,341.1,Red Zone,28.00,1.27
08-02-2023,28,50,77,221,77,Magarpatta,361.4,Red Zone,38.50,1.75
08-02-2023,13,67,69,109,84,Baner,235.4,Yellow Zone,34.50,1.57
09-02-2023,29,51,105,221,103,Kharadi,387.8,Red Zone,52.50,2.39
10-02-2023,20,115,126,253,135,Kharadi,482.2,Red Zone,63.00,2.86
10-02-2023,27,49,90,221,90,Kharadi,371.9,Red Zone,45.00,2.05
10-02-2023,11,58,112,257,108,Baner,429.6,Red Zone,56.00,2.55
11-02-2023,27,49,161,221,141,Kharadi,435.8,Red Zone,80.50,3.66
11-02-2023,19,48,198,282,165,Baner,531.5,Red Zone,99.00,4.50
11-02-2023,29,69,220,411,180,Koregaon Park,712.9,Red Zone,110.00,5.00
11-02-2023,20,49,207,326,171,Viman Nagar,589.2,Red Zone,103.50,4.70
12-02-2023,11,63,124,272,116,Viman Nagar,460.4,Red Zone,62.00,2.82
12-02-2023,18,35,89,134,89,Hinjewadi,261,Yellow Zone,44.50,2.02
12-02-2023,21,40,80,168,80,Baner,295.3,Yellow Zone,40.00,1.82
12-02-2023,25,47,92,221,92,Baner,371.3,Red Zone,46.00,2.09
13-02-2023,27,47,88,221,88,Hinjewadi,368.7,Red Zone,44.00,2.00
13-02-2023,16,32,88,104,88,Baner,224,Yellow Zone,44.00,2.00
13-02-2023,23,32,77,159,77,Baner,278.1,Yellow Zone,38.50,1.75
13-02-2023,17,55,113,164,109,Viman Nagar,329.1,Red Zone,56.50,2.57
14-02-2023,27,47,71,221,71,Baner,353.4,Red Zone,35.50,1.61
15-02-2023,27,49,65,221,65,Viman Nagar,349.4,Red Zone,32.50,1.48
15-02-2023,11,41,91,124,91,Baner,252.5,Yellow Zone,45.50,2.07
16-02-2023,27,49,93,221,93,Hinjewadi,374.6,Red Zone,46.50,2.11
17-02-2023,26,110,88,362,130,Kharadi,567.4,Red Zone,44.00,2.00
17-02-2023,28,50,88,221,88,Hinjewadi,371.3,Red Zone,44.00,2.00
18-02-2023,28,51,91,221,91,Viman Nagar,374.7,Red Zone,45.50,2.07
18-02-2023,22,55,102,265,101,Kharadi,432.8,Red Zone,51.00,2.32
19-02-2023,25,46,77,221,77,Viman Nagar,357.1,Red Zone,38.50,1.75
21-02-2023,23,100,101,239,120,Hinjewadi,435.3,Red Zone,50.50,2.30
22-02-2023,25,51,102,221,101,Hinjewadi,383.1,Red Zone,51.00,2.32
22-02-2023,23,62,126,214,117,Viman Nagar,403.7,Red Zone,63.00,2.86
23-02-2023,25,51,81,221,81,Koregaon Park,364.2,Red Zone,40.50,1.84
23-02-2023,16,34,173,221,149,Magarpatta,430.6,Red Zone,86.50,3.93
24-02-2023,14,155,130,421,175,Koregaon Park,695.6,Red Zone,65.00,2.95
24-02-2023,10,42,91,221,91,Viman Nagar,359.4,Red Zone,45.50,2.07
25-02-2023,23,84,64,221,104,Magarpatta,371,Red Zone,32.00,1.45
25-02-2023,19,64,106,773,104,Koregaon Park,1000,Red Zone,53.00,2.41
26-02-2023,18,55,60,221,69,Magarpatta,344.6,Red Zone,30.00,1.36
26-02-2023,13,61,56,363,76,Hinjewadi,498.9,Red Zone,28.00,1.27
27-02-2023,17,43,103,221,102,Baner,374.4,Red Zone,51.50,2.34
27-02-2023,19,97,176,388,151,Magarpatta,662.6,Red Zone,88.00,4.00
28-02-2023,24,28,51,221,51,Koregaon Park,320.6,Red Zone,25.50,1.16
28-02-2023,16,40,94,216,94,Baner,358.2,Red Zone,47.00,2.14
01-03-2023,11,38,16,221,48,Viman Nagar,289.6,Yellow Zone,8.00,0.36
02-03-2023,10,37,43,221,46,Koregaon Park,312.7,Red Zone,21.50,0.98
02-03-2023,14,34,39,105,43,Baner,181.4,Green Zone,19.50,0.89
03-03-2023,30,39,20,73,49,Koregaon Park,140.6,Green Zone,10.00,0.45
04-03-2023,30,38,50,83,50,Hinjewadi,177.9,Green Zone,25.00,1.14
04-03-2023,30,49,41,221,61,Magarpatta,329.3,Red Zone,20.50,0.93
05-03-2023,29,49,48,221,61,Viman Nagar,335.1,Red Zone,24.00,1.09
05-03-2023,21,43,45,149,54,Baner,245,Yellow Zone,22.50,1.02
06-03-2023,28,52,107,221,105,Hinjewadi,389.8,Red Zone,53.50,2.43
06-03-2023,22,109,131,170,129,Kharadi,392.2,Red Zone,65.50,2.98
07-03-2023,10,76,116,214,111,Koregaon Park,398,Red Zone,58.00,2.64
07-03-2023,26,44,94,221,94,Viman Nagar,371.5,Red Zone,47.00,2.14
08-03-2023,25,47,100,221,100,Kharadi,378.5,Red Zone,50.00,2.27
08-03-2023,19,44,111,203,107,Baner,363.5,Red Zone,55.50,2.52
09-03-2023,28,71,166,215,144,Koregaon Park,449.6,Red Zone,83.00,3.77
09-03-2023,26,47,95,221,95,Baner,374.5,Red Zone,47.50,2.16
10-03-2023,26,48,101,221,101,Viman Nagar,380.6,Red Zone,50.50,2.30
11-03-2023,21,109,110,169,129,Magarpatta,371.7,Red Zone,55.00,2.50
11-03-2023,27,51,114,221,109,Baner,394.9,Red Zone,57.00,2.59
12-03-2023,25,49,125,221,117,Baner,402.4,Red Zone,62.50,2.84
12-03-2023,9,75,157,261,138,Baner,485.4,Red Zone,78.50,3.57
13-03-2023,27,51,114,221,109,Koregaon Park,394.9,Red Zone,57.00,2.59
14-03-2023,26,48,112,221,108,Kharadi,390.5,Red Zone,56.00,2.55
15-03-2023,11,97,130,200,120,Magarpatta,410.4,Red Zone,65.00,2.95
15-03-2023,22,44,98,221,98,Koregaon Park,373.1,Red Zone,49.00,2.23
16-03-2023,28,68,156,206,137,Hinjewadi,428.6,Red Zone,78.00,3.55
16-03-2023,24,46,88,221,88,Koregaon Park,366.5,Red Zone,44.00,2.00
17-03-2023,25,45,89,221,89,Hinjewadi,367.2,Red Zone,44.50,2.02
17-03-2023,20,173,101,177,193,Baner,416.7,Red Zone,50.50,2.30
18-03-2023,22,96,101,196,116,Viman Nagar,384.7,Red Zone,50.50,2.30
18-03-2023,24,43,67,221,67,Hinjewadi,345.5,Red Zone,33.50,1.52
19-03-2023,15,106,122,160,126,Hinjewadi,367.5,Red Zone,61.00,2.77
20-03-2023,28,51,114,221,109,Kharadi,395.4,Red Zone,57.00,2.59
21-03-2023,30,54,162,221,141,Kharadi,441.7,Red Zone,81.00,3.68
22-03-2023,25,71,131,171,121,Koregaon Park,368.2,Red Zone,65.50,2.98
22-03-2023,27,52,136,221,124,Hinjewadi,415.4,Red Zone,68.00,3.09
23-03-2023,27,54,129,221,119,Koregaon Park,410.5,Red Zone,64.50,2.93
23-03-2023,25,77,156,200,137,Magarpatta,426.8,Red Zone,78.00,3.55
24-03-2023,21,148,99,278,168,Hinjewadi,509,Red Zone,49.50,2.25
24-03-2023,28,53,135,221,123,Baner,415.7,Red Zone,67.50,3.07
25-03-2023,28,53,158,221,139,Viman Nagar,436.4,Red Zone,79.00,3.59
25-03-2023,30,65,163,257,142,Magarpatta,489.9,Red Zone,81.50,3.70
26-03-2023,16,131,273,585,223,Baner,988.9,Red Zone,136.50,6.20
26-03-2023,13,50,84,221,84,Viman Nagar,360.2,Red Zone,42.00,1.91
27-03-2023,21,78,69,221,98,Viman Nagar,370.3,Red Zone,34.50,1.57
28-03-2023,24,72,100,221,100,Baner,395.5,Red Zone,50.00,2.27
29-03-2023,25,91,109,362,111,Baner,572.5,Red Zone,54.50,2.48
29-03-2023,19,47,85,221,85,Koregaon Park,362,Red Zone,42.50,1.93
30-03-2023,9,14,73,221,73,Kharadi,323.1,Red Zone,36.50,1.66
31-03-2023,9,36,21,221,45,Koregaon Park,291.7,Yellow Zone,10.50,0.48
01-04-2023,10,32,33,71,40,Hinjewadi,135.2,Green Zone,16.50,0.75
01-04-2023,10,37,38,221,46,Koregaon Park,308.2,Red Zone,19.00,0.86
02-04-2023,33,46,45,221,58,Magarpatta,332.3,Red Zone,22.50,1.02
02-04-2023,28,20,19,84,25,Viman Nagar,137.5,Green Zone,9.50,0.43
03-04-2023,32,50,41,221,63,Baner,331,Red Zone,20.50,0.93
03-04-2023,27,35,64,117,64,Magarpatta,224.3,Yellow Zone,32.00,1.45
04-04-2023,12,78,62,150,98,Kharadi,281.4,Yellow Zone,31.00,1.41
04-04-2023,28,49,47,221,61,Baner,333.7,Red Zone,23.50,1.07
05-04-2023,25,50,105,221,103,Magarpatta,385.1,Red Zone,52.50,2.39
06-04-2023,26,46,82,221,82,Magarpatta,362.1,Red Zone,41.00,1.86
06-04-2023,13,54,184,254,156,Kharadi,489.3,Red Zone,92.00,4.18
07-04-2023,25,43,75,221,75,Magarpatta,353.2,Red Zone,37.50,1.70
08-04-2023,27,46,78,221,78,Magarpatta,359,Red Zone,39.00,1.77
09-04-2023,26,46,98,221,98,Magarpatta,376.5,Red Zone,49.00,2.23
09-04-2023,22,55,157,338,138,Baner,562.6,Red Zone,78.50,3.57
10-04-2023,29,50,120,221,113,Magarpatta,400.6,Red Zone,60.00,2.73
11-04-2023,28,49,143,221,129,Hinjewadi,420.1,Red Zone,71.50,3.25
12-04-2023,26,49,120,221,113,Koregaon Park,398.4,Red Zone,60.00,2.73
13-04-2023,31,55,128,221,119,Koregaon Park,412.3,Red Zone,64.00,2.91
13-04-2023,26,38,140,271,127,Baner,463.7,Red Zone,70.00,3.18
14-04-2023,31,58,145,221,130,Magarpatta,429.7,Red Zone,72.50,3.30
14-04-2023,18,107,159,375,139,Hinjewadi,639.5,Red Zone,79.50,3.61
15-04-2023,31,57,126,221,117,Hinjewadi,411.9,Red Zone,63.00,2.86
15-04-2023,20,76,316,430,266,Magarpatta,820.6,Red Zone,158.00,7.18
16-04-2023,30,55,133,221,122,Magarpatta,416.3,Red Zone,66.50,3.02
16-04-2023,26,46,287,460,237,Magarpatta,809.5,Red Zone,143.50,6.52
17-04-2023,20,88,155,402,137,Viman Nagar,653.3,Red Zone,77.50,3.52
17-04-2023,27,51,144,221,129,Magarpatta,421.9,Red Zone,72.00,3.27
18-04-2023,25,46,113,221,109,Koregaon Park,389.5,Red Zone,56.50,2.57
19-04-2023,28,67,163,267,142,Kharadi,501.3,Red Zone,81.50,3.70
19-04-2023,25,46,105,221,103,Kharadi,382.3,Red Zone,52.50,2.39
20-04-2023,36,45,229,320,186,Koregaon Park,607.6,Red Zone,114.50,5.20
21-04-2023,23,102,189,322,159,Magarpatta,607.2,Red Zone,94.50,4.30
23-04-2023,34,60,302,379,252,Hinjewadi,747.7,Red Zone,151.00,6.86
24-04-2023,27,149,165,229,169,Hinjewadi,518.2,Red Zone,82.50,3.75
26-04-2023,21,41,64,221,64,Kharadi,339.9,Red Zone,32.00,1.45
26-04-2023,35,80,124,221,116,Magarpatta,428.2,Red Zone,62.00,2.82
26-04-2023,30,68,169,290,146,Hinjewadi,533.7,Red Zone,84.50,3.84
27-04-2023,19,45,78,221,78,Viman Nagar,354.3,Red Zone,39.00,1.77
27-04-2023,27,87,214,221,176,Kharadi,510.1,Red Zone,107.00,4.86
28-04-2023,41,98,174,221,149,Viman Nagar,488.8,Red Zone,87.00,3.95
28-04-2023,26,64,141,221,127,Kharadi,427.8,Red Zone,70.50,3.20
28-04-2023,21,110,140,228,130,Koregaon Park,464.3,Red Zone,70.00,3.18
28-04-2023,18,114,135,407,134,Hinjewadi,658,Red Zone,67.50,3.07
29-04-2023,23,56,94,221,94,Baner,378.4,Red Zone,47.00,2.14
30-04-2023,19,47,100,221,101,Magarpatta,375.5,Red Zone,50.00,2.27
01-05-2023,40,36,71,226,71,Kharadi,357.7,Red Zone,35.50,1.61
01-05-2023,45,75,67,221,94,Hinjewadi,378.4,Red Zone,33.50,1.52
01-05-2023,14,37,89,221,89,Hinjewadi,356.1,Red Zone,44.50,2.02
02-05-2023,12,31,44,221,44,Magarpatta,310.4,Red Zone,22.00,1.00
03-05-2023,10,28,86,221,86,Magarpatta,345.1,Red Zone,43.00,1.95
03-05-2023,69,49,72,221,86,Viman Nagar,376.7,Red Zone,36.00,1.64
04-05-2023,10,28,49,221,49,Magarpatta,311.8,Red Zone,24.50,1.11
04-05-2023,57,102,21,221,122,Magarpatta,361.9,Red Zone,10.50,0.48
05-05-2023,10,27,85,221,85,Viman Nagar,343.5,Red Zone,42.50,1.93
05-05-2023,48,90,86,256,110,Baner,446,Red Zone,43.00,1.95
05-05-2023,54,75,21,221,94,Viman Nagar,341.5,Red Zone,10.50,0.48
06-05-2023,44,72,127,221,118,Koregaon Park,429.8,Red Zone,63.50,2.89
06-05-2023,50,110,136,340,130,Baner,598.4,Red Zone,68.00,3.09
06-05-2023,56,63,115,219,110,Koregaon Park,416.5,Red Zone,57.50,2.61
06-05-2023,63,102,92,221,122,Magarpatta,428.8,Red Zone,46.00,2.09
07-05-2023,4,104,88,221,124,Baner,397.1,Red Zone,44.00,2.00
07-05-2023,46,84,166,301,144,Viman Nagar,562.3,Red Zone,83.00,3.77
07-05-2023,49,69,187,221,158,Baner,484.2,Red Zone,93.50,4.25
08-05-2023,37,109,133,195,129,Kharadi,429,Red Zone,66.50,3.02
08-05-2023,23,45,100,221,101,Magarpatta,376.1,Red Zone,50.00,2.27
08-05-2023,34,82,146,221,131,Baner,448.9,Red Zone,73.00,3.32
09-05-2023,23,44,94,221,94,Viman Nagar,370,Red Zone,47.00,2.14
10-05-2023,38,91,153,186,135,Viman Nagar,425,Red Zone,76.50,3.48
10-05-2023,24,46,91,221,91,Baner,369.2,Red Zone,45.50,2.07
10-05-2023,39,111,139,221,131,Kharadi,465.4,Red Zone,69.50,3.16
11-05-2023,38,79,196,297,164,Magarpatta,577.4,Red Zone,98.00,4.45
11-05-2023,33,54,115,221,110,Magarpatta,400.9,Red Zone,57.50,2.61
11-05-2023,22,38,86,221,86,Baner,358.1,Red Zone,43.00,1.95
12-05-2023,24,42,54,221,54,Koregaon Park,333.1,Red Zone,27.00,1.23
12-05-2023,14,50,121,221,114,Magarpatta,394,Red Zone,60.50,2.75
12-05-2023,12,50,95,251,95,Kharadi,402.6,Red Zone,47.50,2.16
13-05-2023,26,47,61,221,61,Baner,343.9,Red Zone,30.50,1.39
13-05-2023,15,60,113,306,109,Kharadi,487.8,Red Zone,56.50,2.57
13-05-2023,14,42,91,221,91,Hinjewadi,361.4,Red Zone,45.50,2.07
14-05-2023,16,43,137,221,125,Koregaon Park,404.5,Red Zone,68.50,3.11
14-05-2023,21,63,166,313,144,Baner,548.3,Red Zone,83.00,3.77
14-05-2023,25,46,64,221,64,Kharadi,345.4,Red Zone,32.00,1.45
15-05-2023,19,63,107,380,105,Baner,567.9,Red Zone,53.50,2.43
15-05-2023,18,33,127,221,118,Viman Nagar,389.5,Red Zone,63.50,2.89
15-05-2023,22,44,72,221,72,Hinjewadi,349.7,Red Zone,36.00,1.64
16-05-2023,23,44,70,221,70,Koregaon Park,348.4,Red Zone,35.00,1.59
17-05-2023,22,43,70,221,70,Hinjewadi,347.2,Red Zone,35.00,1.59
17-05-2023,14,53,125,236,117,Viman Nagar,416.2,Red Zone,62.50,2.84
17-05-2023,15,58,127,221,118,Hinjewadi,405.5,Red Zone,63.50,2.89
18-05-2023,38,87,183,318,155,Hinjewadi,594.4,Red Zone,91.50,4.16
18-05-2023,22,39,60,221,60,Hinjewadi,335.4,Red Zone,30.00,1.36
18-05-2023,29,66,110,221,107,Viman Nagar,402.8,Red Zone,55.00,2.50
19-05-2023,24,99,110,290,119,Viman Nagar,499.3,Red Zone,55.00,2.50
19-05-2023,33,67,181,221,154,Baner,469.4,Red Zone,90.50,4.11
19-05-2023,24,46,74,221,74,Hinjewadi,353.9,Red Zone,37.00,1.68
20-05-2023,23,47,68,221,68,Hinjewadi,348.7,Red Zone,34.00,1.55
20-05-2023,29,96,144,321,129,Viman Nagar,564.4,Red Zone,72.00,3.27
20-05-2023,27,100,128,221,120,Magarpatta,441.8,Red Zone,64.00,2.91
21-05-2023,22,46,73,221,73,Hinjewadi,352,Red Zone,36.50,1.66
22-05-2023,21,45,69,221,69,Baner,347.2,Red Zone,34.50,1.57
22-05-2023,27,76,119,280,113,Baner,481.8,Red Zone,59.50,2.70
22-05-2023,44,85,152,308,135,Baner,557.1,Red Zone,76.00,3.45
22-05-2023,28,75,126,221,117,Magarpatta,423,Red Zone,63.00,2.86
23-05-2023,20,30,76,221,76,Magarpatta,342.5,Red Zone,38.00,1.73
24-05-2023,20,28,94,221,94,Hinjewadi,357.3,Red Zone,47.00,2.14
24-05-2023,31,77,140,221,127,Kharadi,438.5,Red Zone,70.00,3.18
25-05-2023,20,37,102,221,101,Koregaon Park,370.8,Red Zone,51.00,2.32
25-05-2023,24,61,220,221,180,Baner,495.8,Red Zone,110.00,5.00
25-05-2023,34,98,187,307,158,Viman Nagar,591.6,Red Zone,93.50,4.25
26-05-2023,19,44,88,221,88,Koregaon Park,362.6,Red Zone,44.00,2.00
26-05-2023,22,44,181,221,154,Viman Nagar,447.8,Red Zone,90.50,4.11
26-05-2023,27,116,118,292,136,Viman Nagar,522.1,Red Zone,59.00,2.68
27-05-2023,23,46,89,221,89,Magarpatta,366.9,Red Zone,44.50,2.02
27-05-2023,49,87,263,376,213,Kharadi,735.7,Red Zone,131.50,5.98
27-05-2023,37,83,151,221,134,Viman Nagar,455.6,Red Zone,75.50,3.43
28-05-2023,22,63,199,221,166,Hinjewadi,477.3,Red Zone,99.50,4.52
28-05-2023,19,73,69,221,91,Koregaon Park,365.8,Red Zone,34.50,1.57
28-05-2023,31,93,209,368,173,Kharadi,673.5,Red Zone,104.50,4.75
29-05-2023,23,78,233,291,189,Baner,595.9,Red Zone,116.50,5.30
29-05-2023,24,61,132,221,121,Koregaon Park,416.6,Red Zone,66.00,3.00
30-05-2023,22,54,113,221,109,Kharadi,393.6,Red Zone,56.50,2.57
30-05-2023,24,56,134,323,123,Hinjewadi,527.1,Red Zone,67.00,3.05
